,Logistic_Regression
1188,0.6287364761010114
1189,0.6616288989709775
1190,0.6031752991037418
1191,0.6768244072293645
1192,0.5262309156027182
1193,0.6336512426255467
1194,0.5472627061667065
1195,0.5853991139397967
1196,0.6336824782947708
1197,0.49450838818924375
1198,0.5107091639233984
1199,0.5420913116270928
1200,0.6569272693615571
1201,0.552498617532935
1202,0.6398406264560194
1203,0.6928462979276674
1204,0.6449992416838015
1205,0.6423443942668209
1206,0.5584967708540729
1207,0.6012661271959497
1208,0.5766874830738968
1209,0.6113809664445098
1210,0.47023990174999997
1211,0.5685662176440828
1212,0.49964461980305797
1213,0.6480527759424259
1214,0.7297057958975103
1215,0.6355558971956475
1216,0.33698754354616856
1217,0.6312840158248717
1218,0.4837261080541531
1219,0.15133861409943852
1220,0.5897885148921257
1221,0.4839239290319031
1222,0.24059767511230418
1223,0.3533123459714865
1224,0.08469433215592533
1225,0.4667093963615236
1226,0.5373518982053637
1227,0.46207606843581406
1228,0.5953921420851451
1229,0.6559798408471943
1230,0.5238924724926884
1231,0.5943243187567827
1232,0.6546234220942158
1233,0.6368723858637706
1234,0.5603980890624496
1235,0.542520691634699
1236,0.6448129916828368
1237,0.3489909434118764
1238,0.60362154070956
1239,0.5777624214575577
1240,0.5930839344058025
1241,0.6115583263020495
1242,0.6057856183020475
1243,0.6392267330989604
1244,0.6299701126989057
1245,0.6506437320381526
1246,0.6931699052075138
1247,0.5427635472143145
1248,0.6346316610561589
1249,0.6051751611806236
1250,0.6257949811492618
1251,0.5981071320456556
1252,0.5412065638729127
